time,from,to,amount,priority
2023-01-01 07:50:51,0,1,20,0
2023-01-01 07:51:08,0,1,20,0
2023-01-01 07:51:23,0,1,12,1
2023-01-01 07:51:25,0,1,20,1
2023-01-01 07:51:26,0,1,20,1
2023-01-01 07:51:34,0,1,20,1
2023-01-01 07:51:41,0,1,5,1
2023-01-01 07:51:44,0,1,10,1
2023-01-01 07:51:44,0,1,20,0
2023-01-01 07:52:10,0,1,11,1
2023-01-01 07:52:12,0,1,20,0
2023-01-01 07:52:15,0,1,20,1
2023-01-01 07:52:21,0,1,5,1
2023-01-01 07:52:28,0,1,20,0
2023-01-01 07:52:43,0,1,20,1
2023-01-01 07:52:52,0,1,20,0
2023-01-01 07:52:58,0,1,13,1
2023-01-01 07:53:30,0,1,20,1
2023-01-01 07:53:42,0,1,20,0
2023-01-01 07:53:49,0,1,5,1
2023-01-01 07:54:05,0,1,5,1
2023-01-01 07:54:11,0,1,20,0
2023-01-01 07:54:22,0,1,20,1
2023-01-01 07:54:42,0,1,20,1
2023-01-01 07:54:42,0,1,20,1
2023-01-01 07:54:45,0,1,20,1
2023-01-01 07:54:46,0,1,20,1
2023-01-01 07:54:49,0,1,20,1
2023-01-01 07:54:53,0,1,20,0
2023-01-01 07:55:02,0,1,20,1
2023-01-01 07:55:07,0,1,5,1
2023-01-01 07:55:37,0,1,20,0
2023-01-01 07:55:49,0,1,20,1
2023-01-01 07:55:53,0,1,20,1
2023-01-01 07:55:55,0,1,20,1
2023-01-01 07:56:01,0,1,9,0
2023-01-01 07:56:02,0,1,14,1
2023-01-01 07:56:04,0,1,20,1
2023-01-01 07:56:06,0,1,20,0
2023-01-01 07:56:10,0,1,20,1
2023-01-01 07:56:43,0,1,20,1
2023-01-01 07:56:48,0,1,20,0
2023-01-01 07:56:52,0,1,20,1
2023-01-01 07:57:02,0,1,18,1
2023-01-01 07:57:06,0,1,20,1
2023-01-01 07:57:22,0,1,20,0
2023-01-01 07:57:25,0,1,18,0
2023-01-01 07:57:30,0,1,6,1
2023-01-01 07:57:40,0,1,20,1
2023-01-01 07:58:03,0,1,14,1
2023-01-01 07:58:10,0,1,20,1
2023-01-01 07:58:13,0,1,20,1
2023-01-01 07:58:23,0,1,20,1
2023-01-01 07:58:43,0,1,20,1
2023-01-01 07:58:55,0,1,20,1
2023-01-01 07:58:55,0,1,20,1
2023-01-01 07:59:11,0,1,20,1
2023-01-01 07:59:14,0,1,15,1
2023-01-01 07:59:31,0,1,20,1
2023-01-01 07:59:44,0,1,20,0
2023-01-01 07:59:47,0,1,20,1
2023-01-01 07:59:49,0,1,13,1
2023-01-01 08:00:24,0,1,8,1
2023-01-01 08:00:26,0,1,20,1
2023-01-01 08:00:28,0,1,20,1
2023-01-01 08:00:44,0,1,5,1
2023-01-01 08:01:10,0,1,5,0
2023-01-01 08:01:41,0,1,20,1
2023-01-01 08:01:54,0,1,20,1
2023-01-01 08:01:54,0,1,20,1
2023-01-01 08:02:01,0,1,20,0
2023-01-01 08:02:02,0,1,5,1
2023-01-01 08:02:04,0,1,20,0
2023-01-01 08:03:03,0,1,20,1
2023-01-01 08:03:25,0,1,20,1
2023-01-01 08:03:28,0,1,20,1
2023-01-01 08:03:35,0,1,5,1
2023-01-01 08:04:02,0,1,20,0
2023-01-01 08:04:07,0,1,20,1
2023-01-01 08:04:09,0,1,20,1
2023-01-01 08:04:18,0,1,20,1
2023-01-01 08:04:22,0,1,20,0
2023-01-01 08:04:32,0,1,20,1
2023-01-01 08:04:42,0,1,16,1
2023-01-01 08:04:42,0,1,20,1
2023-01-01 08:04:46,0,1,20,1
2023-01-01 08:04:49,0,1,20,1
2023-01-01 08:05:03,0,1,20,1
2023-01-01 08:05:07,0,1,12,1
2023-01-01 08:05:08,0,1,20,1
2023-01-01 08:05:15,0,1,20,1
2023-01-01 08:05:16,0,1,20,1
2023-01-01 08:06:21,0,1,20,0
2023-01-01 08:06:26,0,1,20,1
2023-01-01 08:07:10,0,1,16,0
2023-01-01 08:07:34,0,1,20,1
2023-01-01 08:07:48,0,1,20,1
2023-01-01 08:07:57,0,1,20,0
2023-01-01 08:07:57,0,1,6,1
2023-01-01 08:08:02,0,1,20,1
2023-01-01 08:08:30,0,1,17,0
2023-01-01 08:08:33,0,1,20,1
2023-01-01 08:08:34,0,1,20,1
2023-01-01 08:08:35,0,1,20,1
2023-01-01 08:08:47,0,1,15,1
2023-01-01 08:09:01,0,1,6,0
2023-01-01 08:09:01,0,1,20,1
2023-01-01 08:09:19,0,1,20,1
2023-01-01 08:09:21,0,1,20,0
2023-01-01 08:09:22,0,1,20,1
2023-01-01 08:10:10,0,1,20,1
2023-01-01 08:10:17,0,1,20,1
2023-01-01 08:10:25,0,1,20,0
2023-01-01 08:10:26,0,1,20,1
2023-01-01 08:10:34,0,1,5,1
2023-01-01 08:10:40,0,1,20,1
2023-01-01 08:10:48,0,1,20,0
2023-01-01 08:10:48,0,1,20,1
2023-01-01 08:10:50,0,1,6,1
2023-01-01 08:10:57,0,1,20,1
2023-01-01 08:11:33,0,1,20,1
2023-01-01 08:11:38,0,1,20,1
2023-01-01 08:11:39,0,1,20,1
2023-01-01 08:11:53,0,1,20,1
2023-01-01 08:12:06,0,1,20,0
2023-01-01 08:12:13,0,1,20,0
2023-01-01 08:12:26,0,1,10,0
2023-01-01 08:12:30,0,1,10,1
2023-01-01 08:12:39,0,1,5,1
2023-01-01 08:12:39,0,1,20,1
2023-01-01 08:12:40,0,1,5,1
2023-01-01 08:12:44,0,1,20,0
2023-01-01 08:12:50,0,1,5,1
2023-01-01 08:12:51,0,1,19,1
2023-01-01 08:12:56,0,1,5,1
2023-01-01 08:13:10,0,1,20,0
2023-01-01 08:13:17,0,1,20,0
2023-01-01 08:13:24,0,1,5,1
2023-01-01 08:13:30,0,1,5,0
2023-01-01 08:13:30,0,1,9,0
2023-01-01 08:13:46,0,1,19,1
2023-01-01 08:14:15,0,1,20,1
2023-01-01 08:14:23,0,1,20,1
2023-01-01 08:14:43,0,1,5,1
2023-01-01 08:14:59,0,1,20,1
2023-01-01 08:15:13,0,1,19,1
2023-01-01 08:15:14,0,1,20,0
2023-01-01 08:15:32,0,1,20,0
2023-01-01 08:15:52,0,1,20,0
2023-01-01 08:16:02,0,1,20,1
2023-01-01 08:16:04,0,1,12,1
2023-01-01 08:16:08,0,1,20,1
2023-01-01 08:16:12,0,1,20,1
2023-01-01 08:17:40,0,1,20,1
2023-01-01 08:17:44,0,1,20,1
2023-01-01 08:18:11,0,1,20,1
2023-01-01 08:18:14,0,1,20,1
2023-01-01 08:18:45,0,1,20,1
2023-01-01 08:18:52,0,1,20,1
2023-01-01 08:19:09,0,1,20,0
2023-01-01 08:19:20,0,1,17,0
2023-01-01 08:19:25,0,1,20,1
2023-01-01 08:19:47,0,1,5,0
2023-01-01 08:19:53,0,1,13,1
2023-01-01 08:20:38,0,1,20,1
2023-01-01 08:20:52,0,1,20,0
2023-01-01 08:20:55,0,1,20,1
2023-01-01 08:21:11,0,1,20,1
2023-01-01 08:21:20,0,1,20,1
2023-01-01 08:21:53,0,1,5,0
2023-01-01 08:22:28,0,1,20,1
2023-01-01 08:22:38,0,1,20,1
2023-01-01 08:22:51,0,1,20,0
2023-01-01 08:22:52,0,1,20,1
2023-01-01 08:22:54,0,1,18,1
2023-01-01 08:23:02,0,1,20,1
2023-01-01 08:23:11,0,1,9,1
2023-01-01 08:23:28,0,1,5,1
2023-01-01 08:23:30,0,1,20,1
2023-01-01 08:23:39,0,1,20,1
2023-01-01 08:23:54,0,1,20,1
2023-01-01 08:24:00,0,1,20,1
2023-01-01 08:25:06,0,1,5,1
2023-01-01 08:25:12,0,1,13,1
2023-01-01 08:26:15,0,1,20,1
2023-01-01 08:26:15,0,1,20,1
2023-01-01 08:26:16,0,1,20,1
2023-01-01 08:26:19,0,1,17,1
2023-01-01 08:26:22,0,1,20,1
2023-01-01 08:26:24,0,1,20,1
2023-01-01 08:26:33,0,1,14,1
2023-01-01 08:26:45,0,1,14,0
2023-01-01 08:27:08,0,1,20,1
2023-01-01 08:27:16,0,1,20,0
2023-01-01 08:27:16,0,1,20,0
2023-01-01 08:27:30,0,1,20,1
2023-01-01 08:27:30,0,1,20,1
2023-01-01 08:28:18,0,1,20,1
2023-01-01 08:28:21,0,1,20,0
2023-01-01 08:28:28,0,1,20,1
2023-01-01 08:28:39,0,1,12,1
2023-01-01 08:28:50,0,1,5,1
2023-01-01 08:29:13,0,1,20,0
2023-01-01 08:29:27,0,1,5,1
2023-01-01 08:29:29,0,1,20,1
2023-01-01 08:29:44,0,1,20,1
2023-01-01 08:29:48,0,1,20,1
2023-01-01 08:29:57,0,1,20,1
2023-01-01 08:30:15,0,1,5,1
2023-01-01 08:30:17,0,1,20,0
2023-01-01 08:30:18,0,1,20,1
2023-01-01 08:30:24,0,1,20,1
2023-01-01 08:30:34,0,1,5,1
2023-01-01 08:30:46,0,1,20,1
2023-01-01 08:31:03,0,1,20,1
2023-01-01 08:31:17,0,1,20,1
2023-01-01 08:31:25,0,1,14,1
2023-01-01 08:31:30,0,1,19,1
2023-01-01 08:31:52,0,1,20,1
2023-01-01 08:32:21,0,1,20,1
2023-01-01 08:32:29,0,1,20,1
2023-01-01 08:32:50,0,1,16,1
2023-01-01 08:32:58,0,1,20,1
2023-01-01 08:33:35,0,1,9,1
2023-01-01 08:33:36,0,1,20,1
2023-01-01 08:34:15,0,1,20,1
2023-01-01 08:34:45,0,1,5,1
2023-01-01 08:34:50,0,1,20,1
2023-01-01 08:34:57,0,1,20,1
2023-01-01 08:35:00,0,1,20,0
2023-01-01 08:35:33,0,1,20,1
2023-01-01 08:35:38,0,1,20,1
2023-01-01 08:36:01,0,1,17,0
2023-01-01 08:36:07,0,1,5,1
2023-01-01 08:36:15,0,1,20,1
2023-01-01 08:36:22,0,1,20,0
2023-01-01 08:36:54,0,1,19,1
2023-01-01 08:37:19,0,1,17,1
2023-01-01 08:37:30,0,1,20,1
2023-01-01 08:37:31,0,1,20,1
2023-01-01 08:37:39,0,1,20,1
2023-01-01 08:38:02,0,1,20,1
2023-01-01 08:38:04,0,1,20,1
2023-01-01 08:38:07,0,1,7,1
2023-01-01 08:38:21,0,1,20,1
2023-01-01 08:38:33,0,1,20,1
2023-01-01 08:38:42,0,1,20,1
2023-01-01 08:38:49,0,1,12,1
2023-01-01 08:38:58,0,1,20,1
2023-01-01 08:39:13,0,1,19,1
2023-01-01 08:39:28,0,1,20,0
2023-01-01 08:39:39,0,1,20,1
2023-01-01 08:39:42,0,1,20,0
2023-01-01 08:39:56,0,1,17,1
2023-01-01 08:40:02,0,1,11,1
2023-01-01 08:40:23,0,1,19,0
2023-01-01 08:40:33,0,1,20,1
2023-01-01 08:40:42,0,1,20,1
2023-01-01 08:40:48,0,1,20,1
2023-01-01 08:40:57,0,1,20,0
2023-01-01 08:41:01,0,1,20,1
2023-01-01 08:41:21,0,1,9,1
2023-01-01 08:41:24,0,1,20,0
2023-01-01 08:41:28,0,1,15,0
2023-01-01 08:41:47,0,1,20,0
2023-01-01 08:41:55,0,1,20,1
2023-01-01 08:41:59,0,1,20,1
2023-01-01 08:42:06,0,1,20,1
2023-01-01 08:42:45,0,1,20,0
2023-01-01 08:42:49,0,1,20,0
2023-01-01 08:42:56,0,1,20,0
2023-01-01 08:43:01,0,1,20,0
2023-01-01 08:43:19,0,1,20,1
2023-01-01 08:43:26,0,1,20,1
2023-01-01 08:43:48,0,1,12,1
2023-01-01 08:43:54,0,1,20,1
2023-01-01 08:44:03,0,1,20,1
2023-01-01 08:44:05,0,1,20,1
2023-01-01 08:44:36,0,1,20,1
2023-01-01 08:44:39,0,1,15,1
2023-01-01 08:44:47,0,1,20,1
2023-01-01 08:44:57,0,1,5,1
2023-01-01 08:45:01,0,1,20,0
2023-01-01 08:45:08,0,1,5,0
2023-01-01 08:45:14,0,1,20,1
2023-01-01 08:45:19,0,1,20,1
2023-01-01 08:45:27,0,1,20,0
2023-01-01 08:45:47,0,1,20,1
2023-01-01 08:45:53,0,1,20,0
2023-01-01 08:45:53,0,1,20,1
2023-01-01 08:45:58,0,1,20,1
2023-01-01 08:46:05,0,1,20,1
2023-01-01 08:46:29,0,1,17,1
2023-01-01 08:46:45,0,1,20,1
2023-01-01 08:47:03,0,1,19,1
2023-01-01 08:47:20,0,1,20,1
2023-01-01 08:47:27,0,1,20,0
2023-01-01 08:47:43,0,1,14,1
2023-01-01 08:47:54,0,1,5,1
2023-01-01 08:47:57,0,1,5,1
2023-01-01 08:47:58,0,1,20,1
2023-01-01 08:47:59,0,1,20,1
2023-01-01 08:48:51,0,1,20,1
2023-01-01 08:48:52,0,1,20,1
2023-01-01 08:48:59,0,1,20,1
2023-01-01 08:49:11,0,1,6,1
2023-01-01 08:49:26,0,1,20,1
2023-01-01 08:49:58,0,1,20,0
2023-01-01 08:50:07,0,1,20,1
2023-01-01 08:50:20,0,1,20,1
2023-01-01 08:50:26,0,1,20,0
2023-01-01 08:50:41,0,1,16,1
2023-01-01 08:50:52,0,1,20,0
2023-01-01 08:50:57,0,1,20,1
2023-01-01 08:51:11,0,1,20,1
2023-01-01 08:51:17,0,1,20,0
2023-01-01 08:51:19,0,1,20,0
2023-01-01 08:51:27,0,1,20,1
2023-01-01 08:51:28,0,1,20,1
2023-01-01 08:51:48,0,1,14,1
2023-01-01 08:51:54,0,1,20,1
2023-01-01 08:52:00,0,1,20,1
2023-01-01 08:52:24,0,1,20,1
2023-01-01 08:52:27,0,1,13,1
2023-01-01 08:52:27,0,1,20,1
2023-01-01 08:52:37,0,1,20,1
2023-01-01 08:52:39,0,1,5,0
2023-01-01 08:52:45,0,1,20,1
2023-01-01 08:52:48,0,1,20,1
2023-01-01 08:52:50,0,1,20,1
2023-01-01 08:52:53,0,1,20,1
2023-01-01 08:52:54,0,1,17,1
2023-01-01 08:53:14,0,1,11,0
2023-01-01 08:53:29,0,1,13,1
2023-01-01 08:53:29,0,1,20,1
2023-01-01 08:53:31,0,1,20,1
2023-01-01 08:53:38,0,1,20,1
2023-01-01 08:53:46,0,1,8,1
2023-01-01 08:53:53,0,1,20,1
2023-01-01 08:54:00,0,1,14,1
2023-01-01 08:54:21,0,1,20,0
2023-01-01 08:54:21,0,1,20,1
2023-01-01 08:54:36,0,1,20,0
2023-01-01 08:54:55,0,1,20,1
2023-01-01 08:55:02,0,1,5,1
2023-01-01 08:55:54,0,1,20,1
2023-01-01 08:56:00,0,1,20,1
2023-01-01 08:56:05,0,1,20,1
2023-01-01 08:56:10,0,1,20,1
2023-01-01 08:56:17,0,1,20,1
2023-01-01 08:56:30,0,1,20,0
2023-01-01 08:56:40,0,1,20,1
2023-01-01 08:56:44,0,1,20,0
2023-01-01 08:57:16,0,1,20,1
2023-01-01 08:57:24,0,1,20,1
2023-01-01 08:57:52,0,1,20,1
2023-01-01 08:58:06,0,1,20,1
2023-01-01 08:58:11,0,1,20,1
2023-01-01 08:58:58,0,1,20,1
2023-01-01 08:59:00,0,1,20,1
2023-01-01 08:59:11,0,1,20,1
2023-01-01 08:59:27,0,1,13,1
2023-01-01 08:59:42,0,1,10,1
2023-01-01 08:59:58,0,1,20,1
2023-01-01 09:00:04,0,1,6,1
2023-01-01 09:00:23,0,1,20,1
2023-01-01 09:00:28,0,1,20,1
2023-01-01 09:00:42,0,1,20,1
2023-01-01 09:00:57,0,1,20,1
2023-01-01 09:01:38,0,1,20,1
2023-01-01 09:01:57,0,1,20,1
2023-01-01 09:01:57,0,1,19,1
2023-01-01 09:02:03,0,1,18,1
2023-01-01 09:02:24,0,1,5,0
2023-01-01 09:02:26,0,1,20,1
2023-01-01 09:02:32,0,1,18,1
2023-01-01 09:02:34,0,1,5,1
2023-01-01 09:02:38,0,1,20,1
2023-01-01 09:02:40,0,1,20,0
2023-01-01 09:02:48,0,1,20,1
2023-01-01 09:03:19,0,1,20,1
2023-01-01 09:03:35,0,1,20,1
2023-01-01 09:03:48,0,1,20,1
2023-01-01 09:04:01,0,1,17,1
2023-01-01 09:04:11,0,1,20,1
2023-01-01 09:04:39,0,1,10,1
2023-01-01 09:04:55,0,1,20,1
2023-01-01 09:05:07,0,1,12,1
2023-01-01 09:05:25,0,1,20,0
2023-01-01 09:05:50,0,1,20,1
2023-01-01 09:05:57,0,1,20,1
2023-01-01 09:06:02,0,1,20,1
2023-01-01 09:06:03,0,1,20,0
2023-01-01 09:06:21,0,1,5,1
2023-01-01 09:06:25,0,1,20,1
2023-01-01 09:06:39,0,1,20,1
2023-01-01 09:07:23,0,1,20,1
2023-01-01 09:07:30,0,1,20,0
2023-01-01 09:07:31,0,1,20,1
2023-01-01 09:07:36,0,1,11,0
2023-01-01 09:07:47,0,1,20,0
2023-01-01 09:08:07,0,1,20,1
2023-01-01 09:08:10,0,1,20,1
2023-01-01 09:08:12,0,1,20,1
2023-01-01 09:08:33,0,1,20,1
2023-01-01 09:08:34,0,1,20,1
2023-01-01 09:08:53,0,1,20,1
2023-01-01 09:08:57,0,1,20,1
2023-01-01 09:10:02,0,1,20,0
2023-01-01 09:10:14,0,1,11,0
2023-01-01 09:10:50,0,1,20,1
2023-01-01 09:11:22,0,1,20,1
2023-01-01 09:11:26,0,1,15,0
2023-01-01 09:11:36,0,1,20,1
2023-01-01 09:11:52,0,1,18,1
2023-01-01 09:12:39,0,1,5,1
2023-01-01 09:12:43,0,1,20,1
2023-01-01 09:12:44,0,1,12,1
2023-01-01 09:13:01,0,1,19,1
2023-01-01 09:13:03,0,1,20,1
2023-01-01 09:13:11,0,1,20,0
2023-01-01 09:13:23,0,1,20,1
2023-01-01 09:13:23,0,1,5,1
2023-01-01 09:13:43,0,1,19,1
2023-01-01 09:13:44,0,1,5,1
2023-01-01 09:14:02,0,1,20,1
2023-01-01 09:14:18,0,1,7,1
2023-01-01 09:14:19,0,1,20,1
2023-01-01 09:14:43,0,1,15,1
2023-01-01 09:14:43,0,1,10,1
2023-01-01 09:15:00,0,1,20,1
2023-01-01 09:15:09,0,1,20,1
2023-01-01 09:15:48,0,1,20,1
2023-01-01 09:15:49,0,1,5,0
2023-01-01 09:15:53,0,1,20,0
2023-01-01 09:16:17,0,1,20,1
2023-01-01 09:16:26,0,1,20,1
2023-01-01 09:16:26,0,1,17,0
2023-01-01 09:16:42,0,1,20,1
2023-01-01 09:17:28,0,1,20,0
2023-01-01 09:18:46,0,1,20,1
2023-01-01 09:18:49,0,1,20,1
2023-01-01 09:18:51,0,1,16,0
2023-01-01 09:18:57,0,1,20,1
2023-01-01 09:20:04,0,1,18,1
2023-01-01 09:20:04,0,1,20,0
2023-01-01 09:20:07,0,1,20,1
2023-01-01 09:20:18,0,1,20,1
2023-01-01 09:20:34,0,1,20,1
2023-01-01 09:20:37,0,1,20,1
2023-01-01 09:20:46,0,1,20,1
2023-01-01 09:21:02,0,1,20,1
2023-01-01 09:21:18,0,1,20,1
2023-01-01 09:21:37,0,1,20,1
2023-01-01 09:21:38,0,1,20,1
2023-01-01 09:21:40,0,1,20,0
2023-01-01 09:21:42,0,1,14,1
2023-01-01 09:21:46,0,1,5,1
2023-01-01 09:21:55,0,1,20,0
2023-01-01 09:21:56,0,1,20,1
2023-01-01 09:22:18,0,1,14,1
2023-01-01 09:22:19,0,1,5,1
2023-01-01 09:22:26,0,1,20,1
2023-01-01 09:22:30,0,1,20,1
2023-01-01 09:22:34,0,1,5,0
2023-01-01 09:22:42,0,1,5,0
2023-01-01 09:22:47,0,1,20,1
2023-01-01 09:22:53,0,1,14,1
2023-01-01 09:22:58,0,1,20,1
2023-01-01 09:23:46,0,1,20,1
2023-01-01 09:25:01,0,1,20,1
2023-01-01 09:25:06,0,1,20,1
2023-01-01 09:25:09,0,1,20,1
2023-01-01 09:25:12,0,1,20,0
2023-01-01 09:25:15,0,1,20,1
2023-01-01 09:25:45,0,1,20,1
2023-01-01 09:25:58,0,1,20,1
2023-01-01 09:25:59,0,1,20,1
2023-01-01 09:26:02,0,1,5,1
2023-01-01 09:26:54,0,1,20,1
2023-01-01 09:27:00,0,1,12,1
2023-01-01 09:27:03,0,1,6,1
2023-01-01 09:27:18,0,1,9,0
2023-01-01 09:27:38,0,1,20,1
2023-01-01 09:27:43,0,1,20,1
2023-01-01 09:27:44,0,1,14,0
2023-01-01 09:28:13,0,1,9,1
2023-01-01 09:28:22,0,1,20,1
2023-01-01 09:28:27,0,1,10,1
2023-01-01 09:28:30,0,1,5,1
2023-01-01 09:28:46,0,1,20,0
2023-01-01 09:28:46,0,1,19,1
2023-01-01 09:28:50,0,1,20,0
2023-01-01 09:28:53,0,1,20,0
2023-01-01 09:29:47,0,1,20,1
2023-01-01 09:29:49,0,1,5,1
2023-01-01 09:30:04,0,1,20,1
2023-01-01 09:30:06,0,1,15,1
2023-01-01 09:30:07,0,1,5,0
2023-01-01 09:30:24,0,1,5,1
2023-01-01 09:30:52,0,1,20,1
2023-01-01 09:30:58,0,1,19,1
2023-01-01 09:31:10,0,1,20,1
2023-01-01 09:31:14,0,1,20,1
2023-01-01 09:31:14,0,1,20,1
2023-01-01 09:31:26,0,1,20,1
2023-01-01 09:31:36,0,1,8,1
2023-01-01 09:31:37,0,1,15,0
2023-01-01 09:31:44,0,1,7,1
2023-01-01 09:31:59,0,1,20,1
2023-01-01 09:32:06,0,1,20,1
2023-01-01 09:32:14,0,1,19,1
2023-01-01 09:32:14,0,1,20,1
2023-01-01 09:32:15,0,1,18,1
2023-01-01 09:32:29,0,1,20,1
2023-01-01 09:32:49,0,1,12,1
2023-01-01 09:32:56,0,1,20,1
2023-01-01 09:33:13,0,1,20,1
2023-01-01 09:33:18,0,1,10,1
2023-01-01 09:33:54,0,1,20,1
2023-01-01 09:34:36,0,1,20,0
2023-01-01 09:35:15,0,1,20,1
2023-01-01 09:35:24,0,1,20,1
2023-01-01 09:35:50,0,1,20,1
2023-01-01 09:35:55,0,1,20,1
2023-01-01 09:35:59,0,1,5,1
2023-01-01 09:36:04,0,1,20,1
2023-01-01 09:36:24,0,1,20,1
2023-01-01 09:36:24,0,1,20,0
2023-01-01 09:36:44,0,1,11,0
2023-01-01 09:37:22,0,1,20,1
2023-01-01 09:37:37,0,1,20,1
2023-01-01 09:37:57,0,1,7,1
2023-01-01 09:38:13,0,1,20,1
2023-01-01 09:38:19,0,1,19,1
2023-01-01 09:38:27,0,1,5,0
2023-01-01 09:39:00,0,1,5,1
2023-01-01 09:39:22,0,1,20,1
2023-01-01 09:39:23,0,1,20,1
2023-01-01 09:39:26,0,1,20,1
2023-01-01 09:39:39,0,1,20,0
2023-01-01 09:39:57,0,1,14,0
2023-01-01 09:40:26,0,1,20,1
2023-01-01 09:40:40,0,1,20,1
2023-01-01 09:40:44,0,1,20,1
2023-01-01 09:40:48,0,1,5,0
2023-01-01 09:40:57,0,1,20,1
2023-01-01 09:41:02,0,1,20,1
2023-01-01 09:41:19,0,1,17,1
2023-01-01 09:41:24,0,1,20,1
2023-01-01 09:41:25,0,1,20,1
2023-01-01 09:41:32,0,1,20,0
2023-01-01 09:41:54,0,1,20,1
2023-01-01 09:42:01,0,1,5,1
2023-01-01 09:42:02,0,1,20,1
2023-01-01 09:42:03,0,1,8,1
2023-01-01 09:42:09,0,1,20,1
2023-01-01 09:42:16,0,1,20,1
2023-01-01 09:42:37,0,1,20,1
2023-01-01 09:42:43,0,1,20,1
2023-01-01 09:42:47,0,1,20,1
2023-01-01 09:43:02,0,1,20,1
2023-01-01 09:43:10,0,1,20,1
2023-01-01 09:43:11,0,1,20,1
2023-01-01 09:43:13,0,1,5,0
2023-01-01 09:43:34,0,1,17,1
2023-01-01 09:44:26,0,1,20,1
2023-01-01 09:44:33,0,1,20,0
2023-01-01 09:44:53,0,1,20,1
2023-01-01 09:45:10,0,1,5,1
2023-01-01 09:45:24,0,1,5,0
2023-01-01 09:45:25,0,1,14,0
2023-01-01 09:45:27,0,1,5,1
2023-01-01 09:45:49,0,1,14,1
2023-01-01 09:45:50,0,1,20,1
2023-01-01 09:46:04,0,1,20,1
2023-01-01 09:46:05,0,1,20,1
2023-01-01 09:46:15,0,1,20,1
2023-01-01 09:46:30,0,1,20,1
2023-01-01 09:46:37,0,1,20,0
2023-01-01 09:46:47,0,1,20,1
2023-01-01 09:46:58,0,1,20,1
2023-01-01 09:47:13,0,1,20,1
2023-01-01 09:47:33,0,1,5,1
2023-01-01 09:48:15,0,1,20,1
2023-01-01 09:48:23,0,1,20,1
2023-01-01 09:48:33,0,1,20,1
2023-01-01 09:48:52,0,1,20,0
2023-01-01 09:49:43,0,1,20,1
2023-01-01 09:50:10,0,1,20,1
2023-01-01 09:50:14,0,1,13,1
2023-01-01 09:50:19,0,1,20,0
2023-01-01 09:50:31,0,1,20,0
2023-01-01 09:50:32,0,1,20,1
2023-01-01 09:51:09,0,1,20,1
2023-01-01 09:51:15,0,1,20,1
2023-01-01 09:51:18,0,1,8,1
2023-01-01 09:51:31,0,1,20,1
2023-01-01 09:51:43,0,1,20,1
2023-01-01 09:51:50,0,1,20,0
2023-01-01 09:52:27,0,1,5,1
2023-01-01 09:52:31,0,1,20,1
2023-01-01 09:52:42,0,1,12,1
2023-01-01 09:52:52,0,1,20,0
2023-01-01 09:52:55,0,1,5,0
2023-01-01 09:53:02,0,1,20,1
2023-01-01 09:53:25,0,1,20,1
2023-01-01 09:53:39,0,1,20,0
2023-01-01 09:54:02,0,1,5,1
2023-01-01 09:54:16,0,1,20,1
2023-01-01 09:54:18,0,1,20,1
2023-01-01 09:54:18,0,1,20,1
2023-01-01 09:54:32,0,1,16,0
2023-01-01 09:54:38,0,1,20,1
2023-01-01 09:54:56,0,1,18,1
2023-01-01 09:55:00,0,1,20,1
2023-01-01 09:55:17,0,1,15,1
2023-01-01 09:55:27,0,1,20,1
2023-01-01 09:55:28,0,1,20,1
2023-01-01 09:55:39,0,1,5,0
2023-01-01 09:55:42,0,1,20,1
2023-01-01 09:56:06,0,1,20,1
2023-01-01 09:56:28,0,1,20,1
2023-01-01 09:56:38,0,1,20,1
2023-01-01 09:56:40,0,1,20,1
2023-01-01 09:56:45,0,1,20,0
2023-01-01 09:56:53,0,1,20,1
2023-01-01 09:57:04,0,1,20,1
2023-01-01 09:57:06,0,1,5,1
2023-01-01 09:57:22,0,1,20,1
2023-01-01 09:57:39,0,1,17,1
2023-01-01 09:57:39,0,1,20,1
2023-01-01 09:57:43,0,1,20,1
2023-01-01 09:58:16,0,1,20,1
2023-01-01 09:58:24,0,1,20,0
2023-01-01 09:58:34,0,1,20,0
2023-01-01 09:58:38,0,1,8,1
2023-01-01 09:58:38,0,1,10,1
2023-01-01 09:59:19,0,1,20,1
2023-01-01 09:59:37,0,1,5,1
2023-01-01 09:59:42,0,1,20,1
2023-01-01 09:59:43,0,1,20,0
2023-01-01 09:59:44,0,1,20,0
2023-01-01 09:59:46,0,1,20,1
2023-01-01 09:59:54,0,1,20,1
2023-01-01 10:00:06,0,1,20,1
2023-01-01 10:00:10,0,1,20,1
2023-01-01 10:00:16,0,1,20,1
2023-01-01 10:00:20,0,1,20,1
2023-01-01 10:00:21,0,1,18,1
2023-01-01 10:00:22,0,1,20,1
2023-01-01 10:00:35,0,1,20,1
2023-01-01 10:00:47,0,1,20,1
2023-01-01 10:00:47,0,1,19,1
2023-01-01 10:00:53,0,1,20,1
2023-01-01 10:00:54,0,1,20,1
2023-01-01 10:01:17,0,1,20,0
2023-01-01 10:01:27,0,1,20,0
2023-01-01 10:01:55,0,1,8,1
2023-01-01 10:01:58,0,1,20,0
2023-01-01 10:02:02,0,1,5,1
2023-01-01 10:02:34,0,1,20,1
2023-01-01 10:02:42,0,1,20,1
2023-01-01 10:02:57,0,1,20,0
2023-01-01 10:03:10,0,1,20,1
2023-01-01 10:03:32,0,1,5,0
